case	kind	index	ah	av	lh	lv	rh	rv
random-13	R	3	254.650155946	2.39470044	254.650155946	2.39470044	254.650155946	2.39470044
random-13	R	4	298.399435276	16.044038429	298.399435276	16.044038429	298.399435276	16.044038429
random-13	R	5	342.148714606	29.693376417	342.148714606	29.693376417	342.148714606	29.693376417
random-13	R	6	367.091875404	79.694453696	367.091875404	79.694453696	367.091875404	79.694453696
random-13	R	7	314.884691358	67.917482347	314.884691358	67.917482347	314.884691358	67.917482347
random-13	R	8	262.677507312	56.140510998	262.677507312	56.140510998	262.677507312	56.140510998
random-13	R	9	225.386661565	47.728388606	225.386661565	47.728388606	225.386661565	47.728388606
random-13	R	10	180.637646669	37.633841735	180.637646669	37.633841735	180.637646669	37.633841735
random-13	R	11	143.346800921	29.221719343	143.346800921	29.221719343	143.346800921	29.221719343
random-13	R	12	129.215548084	101.753601509	129.215548084	101.753601509	129.215548084	101.753601509
random-13	R	13	174.05809447	108.493967974	174.05809447	108.493967974	174.05809447	108.493967974
random-13	R	14	227.869150133	116.582407731	227.869150133	116.582407731	227.869150133	116.582407731
random-13	R	15	272.71169652	123.322774195	272.71169652	123.322774195	272.71169652	123.322774195
random-13	R	16	335.49126146	132.759287245	335.49126146	132.759287245	335.49126146	132.759287245
random-13	R	17	398.270826401	142.195800295	398.270826401	142.195800295	398.270826401	142.195800295
random-13	R	18	435.685567597	217.197416213	435.685567597	217.197416213	435.685567597	217.197416213
random-13	R	19	360.219145583	210.569453122	360.219145583	210.569453122	360.219145583	210.569453122
random-13	R	20	284.752723568	203.941490031	284.752723568	203.941490031	284.752723568	203.941490031
random-13	R	21	230.848136415	199.207230681	230.848136415	199.207230681	230.848136415	199.207230681
random-13	R	22	166.162631831	193.52611946	166.162631831	193.52611946	166.162631831	193.52611946
random-13	R	23	112.258044678	188.791860109	112.258044678	188.791860109	112.258044678	188.791860109
random-13	R	24	98.12679184	261.323742276	98.12679184	261.323742276	98.12679184	261.323742276
random-13	R	25	159.583079633	264.386245699	159.583079633	264.386245699	159.583079633	264.386245699
random-13	R	26	233.330624983	268.061249806	233.330624983	268.061249806	233.330624983	268.061249806
random-13	R	27	294.786912776	271.123753228	294.786912776	271.123753228	294.786912776	271.123753228
random-13	R	28	380.825715685	275.41125802	380.825715685	275.41125802	380.825715685	275.41125802
random-13	R	29	466.864518595	279.698762812	466.864518595	279.698762812	466.864518595	279.698762812
random-14	R	0	37.454456903	62.384998735	37.454456903	62.384998735	37.454456903	62.384998735
random-14	R	1	81.393720093	75.884561674	81.393720093	75.884561674	81.393720093	75.884561674
random-14	R	2	134.12083592	92.084037202	134.12083592	92.084037202	134.12083592	92.084037202
random-14	R	3	178.060099109	105.583600142	178.060099109	105.583600142	178.060099109	105.583600142
random-14	R	4	239.575067574	124.482988257	239.575067574	124.482988257	239.575067574	124.482988257
random-14	R	5	301.090036039	143.382376372	301.090036039	143.382376372	301.090036039	143.382376372
random-14	R	6	324.573127912	149.751742692	324.573127912	149.751742692	324.573127912	149.751742692
random-14	R	7	265.872650679	151.81804235	265.872650679	151.81804235	265.872650679	151.81804235
random-14	R	8	207.172173446	153.884342008	207.172173446	153.884342008	207.172173446	153.884342008
random-14	R	9	165.243261136	155.360270336	165.243261136	155.360270336	165.243261136	155.360270336
random-14	R	10	114.928566365	157.131384328	114.928566365	157.131384328	114.928566365	157.131384328
random-14	R	11	72.999654056	158.607312656	72.999654056	158.607312656	72.999654056	158.607312656
random-14	R	12	117.431150497	278.885205057	117.431150497	278.885205057	117.431150497	278.885205057
random-14	R	13	156.847124206	258.689912646	156.847124206	258.689912646	156.847124206	258.689912646
random-14	R	14	204.146292657	234.455561753	204.146292657	234.455561753	204.146292657	234.455561753
random-14	R	15	243.562266367	214.260269342	243.562266367	214.260269342	243.562266367	214.260269342
random-14	R	16	298.74462956	185.986859967	298.74462956	185.986859967	298.74462956	185.986859967
random-14	R	17	353.926992753	157.713450592	353.926992753	157.713450592	353.926992753	157.713450592
random-14	R	18	389.151630562	167.267500071	389.151630562	167.267500071	389.151630562	167.267500071
random-14	R	19	338.191004217	226.989441106	338.191004217	226.989441106	338.191004217	226.989441106
random-14	R	20	287.230377872	286.711382142	287.230377872	286.711382142	287.230377872	286.711382142
random-14	R	21	250.829930483	329.369911453	250.829930483	329.369911453	250.829930483	329.369911453
random-14	R	22	207.149393615	380.560146627	207.149393615	380.560146627	207.149393615	380.560146627
random-14	R	23	170.748946226	423.218675938	170.748946226	423.218675938	170.748946226	423.218675938
random-14	R	24	215.180442667	543.496568339	215.180442667	543.496568339	215.180442667	543.496568339
random-14	R	25	249.067951456	482.118674944	249.067951456	482.118674944	249.067951456	482.118674944
random-14	R	26	289.732962004	408.46520287	289.732962004	408.46520287	289.732962004	408.46520287
random-14	R	27	323.620470793	347.087309476	323.620470793	347.087309476	323.620470793	347.087309476
random-14	R	28	371.062983098	261.158258723	371.062983098	261.158258723	371.062983098	261.158258723
random-14	R	29	418.505495404	175.22920797	418.505495404	175.22920797	418.505495404	175.22920797
random-15	R	0	29.664111754	169.531211325	29.664111754	169.531211325	29.664111754	169.531211325
random-15	R	1	84.076895455	161.319776306	84.076895455	161.319776306	84.076895455	161.319776306
random-15	R	2	149.372235895	151.466054283	149.372235895	151.466054283	149.372235895	151.466054283
random-15	R	3	203.785019596	143.254619265	203.785019596	143.254619265	203.785019596	143.254619265
random-15	R	4	279.962916776	131.758610238	279.962916776	131.758610238	279.962916776	131.758610238
random-15	R	5	356.140813957	120.262601212	356.140813957	120.262601212	356.140813957	120.262601212
random-15	R	6	365.55972844	136.503719995	365.55972844	136.503719995	365.55972844	136.503719995
random-15	R	7	298.311057218	150.744213668	298.311057218	150.744213668	298.311057218	150.744213668
random-15	R	8	231.062385997	164.984707341	231.062385997	164.984707341	231.062385997	164.984707341
random-15	R	9	183.027620838	175.156488536	183.027620838	175.156488536	183.027620838	175.156488536
random-15	R	10	125.385902649	187.36262597	125.385902649	187.36262597	125.385902649	187.36262597
random-15	R	11	77.35113749	197.534407165	77.35113749	197.534407165	77.35113749	197.534407165
random-15	R	12	136.95991966	232.538401964	136.95991966	232.538401964	136.95991966	232.538401964
random-15	R	13	177.022161641	219.916188049	177.022161641	219.916188049	177.022161641	219.916188049
random-15	R	14	225.096852017	204.769531351	225.096852017	204.769531351	225.096852017	204.769531351
random-15	R	15	265.159093998	192.147317436	265.159093998	192.147317436	265.159093998	192.147317436
random-15	R	16	321.246232771	174.476217955	321.246232771	174.476217955	321.246232771	174.476217955
random-15	R	17	377.333371544	156.805118474	377.333371544	156.805118474	377.333371544	156.805118474
random-15	R	18	391.461743268	181.166796649	391.461743268	181.166796649	391.461743268	181.166796649
random-15	R	19	348.768443434	202.9546231	348.768443434	202.9546231	348.768443434	202.9546231
random-15	R	20	306.0751436	224.742449551	306.0751436	224.742449551	306.0751436	224.742449551
random-15	R	21	275.579929432	240.30518273	275.579929432	240.30518273	275.579929432	240.30518273
random-15	R	22	238.985672431	258.980462545	238.985672431	258.980462545	238.985672431	258.980462545
random-15	R	23	208.490458264	274.543195724	208.490458264	274.543195724	208.490458264	274.543195724
random-15	R	24	268.099240434	309.547190523	268.099240434	309.547190523	268.099240434	309.547190523
random-15	R	25	290.621931424	291.534024624	290.621931424	291.534024624	290.621931424	291.534024624
random-15	R	26	317.649160611	269.918225545	317.649160611	269.918225545	317.649160611	269.918225545
random-15	R	27	340.171851601	251.905059646	340.171851601	251.905059646	340.171851601	251.905059646
random-15	R	28	371.703618986	226.686627387	371.703618986	226.686627387	371.703618986	226.686627387
random-15	R	29	403.235386372	201.468195129	403.235386372	201.468195129	403.235386372	201.468195129
random-wild-00	R	0	266.195078961	-1781.485020747	266.195078961	-1781.485020747	266.195078961	-1781.485020747
random-wild-00	R	1	247.717241367	-1465.12236435	247.717241367	-1465.12236435	247.717241367	-1465.12236435
random-wild-00	R	2	225.543836254	-1085.487176674	225.543836254	-1085.487176674	225.543836254	-1085.487176674
random-wild-00	R	3	207.065998659	-769.124520278	207.065998659	-769.124520278	207.065998659	-769.124520278
random-wild-00	R	4	181.197026027	-326.216801322	181.197026027	-326.216801322	181.197026027	-326.216801322
random-wild-00	R	5	155.328053395	116.690917633	155.328053395	116.690917633	155.328053395	116.690917633
random-wild-00	R	6	116.909848441	108.248834044	116.909848441	108.248834044	116.909848441	108.248834044
random-wild-00	R	7	169.032228804	-192.933001046	169.032228804	-192.933001046	169.032228804	-192.933001046
random-wild-00	R	8	221.154609167	-494.114836137	221.154609167	-494.114836137	221.154609167	-494.114836137
random-wild-00	R	9	258.384880855	-709.244718344	258.384880855	-709.244718344	258.384880855	-709.244718344
random-wild-00	R	10	303.061206881	-967.400576993	303.061206881	-967.400576993	303.061206881	-967.400576993
random-wild-00	R	11	340.291478568	-1182.530459201	340.291478568	-1182.530459201	340.291478568	-1182.530459201
random-wild-00	R	12	432.911978077	-433.837257268	432.911978077	-433.837257268	432.911978077	-433.837257268
random-wild-00	R	13	372.241163773	-345.248342797	372.241163773	-345.248342797	372.241163773	-345.248342797
random-wild-00	R	14	299.436186607	-238.941645432	299.436186607	-238.941645432	299.436186607	-238.941645432
random-wild-00	R	15	238.765372302	-150.352730961	238.765372302	-150.352730961	238.765372302	-150.352730961
random-wild-00	R	16	153.826232276	-26.328250701	153.826232276	-26.328250701	153.826232276	-26.328250701
random-wild-00	R	17	68.887092249	97.696229558	68.887092249	97.696229558	68.887092249	97.696229558
random-wild-00	R	18	11.259784818	85.033104174	11.259784818	85.033104174	11.259784818	85.033104174
random-wild-00	R	19	135.579036441	173.597449712	135.579036441	173.597449712	135.579036441	173.597449712
random-wild-00	R	20	259.898288064	262.16179525	259.898288064	262.16179525	259.898288064	262.16179525
random-wild-00	R	21	348.697753509	325.422042063	348.697753509	325.422042063	348.697753509	325.422042063
random-wild-00	R	22	455.257112043	401.334338238	455.257112043	401.334338238	455.257112043	401.334338238
random-wild-00	R	23	544.056577488	464.594585051	544.056577488	464.594585051	544.056577488	464.594585051
random-wild-00	R	24	636.677076997	1213.287786984	636.677076997	1213.287786984	636.677076997	1213.287786984
random-wild-00	R	25	524.437068935	1023.486572435	524.437068935	1023.486572435	524.437068935	1023.486572435
random-wild-00	R	26	389.749059261	795.725114975	389.749059261	795.725114975	389.749059261	795.725114975
random-wild-00	R	27	277.509051199	605.923900426	277.509051199	605.923900426	277.509051199	605.923900426
random-wild-00	R	28	120.373039912	340.202200057	120.373039912	340.202200057	120.373039912	340.202200057
random-wild-00	R	29	-36.762971375	74.480499688	-36.762971375	74.480499688	-36.762971375	74.480499688
random-wild-01	R	0	55.749800803	39.438054657	55.749800803	39.438054657	55.749800803	39.438054657
random-wild-01	R	1	77.09961472	22.962138915	77.09961472	22.962138915	77.09961472	22.962138915
random-wild-01	R	2	102.719391421	3.191040023	102.719391421	3.191040023	102.719391421	3.191040023
random-wild-01	R	3	124.069205339	-13.284875719	124.069205339	-13.284875719	124.069205339	-13.284875719
random-wild-01	R	4	153.958944823	-36.351157759	153.958944823	-36.351157759	153.958944823	-36.351157759
random-wild-01	R	5	183.848684308	-59.417439799	183.848684308	-59.417439799	183.848684308	-59.417439799
random-wild-01	R	6	218.677105602	-96.851824293	218.677105602	-96.851824293	218.677105602	-96.851824293
random-wild-01	R	7	184.121792576	-66.835311073	184.121792576	-66.835311073	184.121792576	-66.835311073
random-wild-01	R	8	149.566479551	-36.818797853	149.566479551	-36.818797853	149.566479551	-36.818797853
random-wild-01	R	9	124.884113103	-15.378431268	124.884113103	-15.378431268	124.884113103	-15.378431268
random-wild-01	R	10	95.265273367	10.350008635	95.265273367	10.350008635	95.265273367	10.350008635
random-wild-01	R	11	70.58290692	31.79037522	70.58290692	31.79037522	70.58290692	31.79037522
random-wild-01	R	12	89.124289567	22.230775924	89.124289567	22.230775924	89.124289567	22.230775924
random-wild-01	R	13	117.972346676	-5.415154215	117.972346676	-5.415154215	117.972346676	-5.415154215
random-wild-01	R	14	152.590015206	-38.590270382	152.590015206	-38.590270382	152.590015206	-38.590270382
random-wild-01	R	15	181.438072315	-66.236200521	181.438072315	-66.236200521	181.438072315	-66.236200521
random-wild-01	R	16	221.825352268	-104.940502716	221.825352268	-104.940502716	221.825352268	-104.940502716
random-wild-01	R	17	262.212632221	-143.644804911	262.212632221	-143.644804911	262.212632221	-143.644804911
random-wild-01	R	18	314.455264163	-199.796381653	314.455264163	-199.796381653	314.455264163	-199.796381653
random-wild-01	R	19	267.069623898	-150.666732688	267.069623898	-150.666732688	267.069623898	-150.666732688
random-wild-01	R	20	219.683983633	-101.537083723	219.683983633	-101.537083723	219.683983633	-101.537083723
random-wild-01	R	21	185.83709773	-66.444477319	185.83709773	-66.444477319	185.83709773	-66.444477319
random-wild-01	R	22	145.220834646	-24.333349635	145.220834646	-24.333349635	145.220834646	-24.333349635
random-wild-01	R	23	111.373948743	10.759256769	111.373948743	10.759256769	111.373948743	10.759256769
random-wild-01	R	24	129.915331389	1.199657472	129.915331389	1.199657472	129.915331389	1.199657472
random-wild-01	R	25	167.927907954	-40.098512485	167.927907954	-40.098512485	167.927907954	-40.098512485
random-wild-01	R	26	213.542999833	-89.656316433	213.542999833	-89.656316433	213.542999833	-89.656316433
random-wild-01	R	27	251.555576398	-130.95448639	251.555576398	-130.95448639	251.555576398	-130.95448639
random-wild-01	R	28	304.77318359	-188.771924331	304.77318359	-188.771924331	304.77318359	-188.771924331
random-wild-01	R	29	357.990790781	-246.589362271	357.990790781	-246.589362271	357.990790781	-246.589362271
random-wild-02	R	0	542.186303912	85.482255625	542.186303912	85.482255625	542.186303912	85.482255625
random-wild-02	R	1	502.266759071	96.409985292	502.266759071	96.409985292	502.266759071	96.409985292
random-wild-02	R	2	454.363305261	109.523260893	454.363305261	109.523260893	454.363305261	109.523260893
random-wild-02	R	3	414.44376042	120.45099056	414.44376042	120.45099056	414.44376042	120.45099056
random-wild-02	R	4	358.556397643	135.749812093	358.556397643	135.749812093	358.556397643	135.749812093
random-wild-02	R	5	302.669034865	151.048633627	302.669034865	151.048633627	302.669034865	151.048633627
random-wild-02	R	6	281.813195501	210.580998674	281.813195501	210.580998674	281.813195501	210.580998674
random-wild-02	R	7	313.24074722	196.488086689	313.24074722	196.488086689	313.24074722	196.488086689
random-wild-02	R	8	344.66829894	182.395174703	344.66829894	182.395174703	344.66829894	182.395174703
random-wild-02	R	9	367.116550168	172.328808999	367.116550168	172.328808999	367.116550168	172.328808999
random-wild-02	R	10	394.054451642	160.249170154	394.054451642	160.249170154	394.054451642	160.249170154
random-wild-02	R	11	416.50270287	150.18280445	416.50270287	150.18280445	416.50270287	150.18280445
random-wild-02	R	12	259.398201567	231.058490481	259.398201567	231.058490481	259.398201567	231.058490481
random-wild-02	R	13	258.789067355	240.048151231	258.789067355	240.048151231	258.789067355	240.048151231
random-wild-02	R	14	258.058106301	250.835744132	258.058106301	250.835744132	258.058106301	250.835744132
random-wild-02	R	15	257.448972089	259.825404882	257.448972089	259.825404882	257.448972089	259.825404882
random-wild-02	R	16	256.596184192	272.410929933	256.596184192	272.410929933	256.596184192	272.410929933
random-wild-02	R	17	255.743396296	284.996454983	255.743396296	284.996454983	255.743396296	284.996454983
random-wild-02	R	18	224.45963725	374.295002554	224.45963725	374.295002554	224.45963725	374.295002554
random-wild-02	R	19	188.622708559	363.518341826	188.622708559	363.518341826	188.622708559	363.518341826
random-wild-02	R	20	152.785779868	352.741681097	152.785779868	352.741681097	152.785779868	352.741681097
random-wild-02	R	21	127.18797366	345.044066291	127.18797366	345.044066291	127.18797366	345.044066291
random-wild-02	R	22	96.470606211	335.806928524	96.470606211	335.806928524	96.470606211	335.806928524
random-wild-02	R	23	70.872800003	328.109313718	70.872800003	328.109313718	70.872800003	328.109313718
random-wild-02	R	24	-86.2317013	408.984999749	-86.2317013	408.984999749	-86.2317013	408.984999749
random-wild-02	R	25	-38.794778076	415.605909601	-38.794778076	415.605909601	-38.794778076	415.605909601
random-wild-02	R	26	18.129529793	423.551001424	18.129529793	423.551001424	18.129529793	423.551001424
random-wild-02	R	27	65.566453017	430.171911276	65.566453017	430.171911276	65.566453017	430.171911276
random-wild-02	R	28	131.978145531	439.44118507	131.978145531	439.44118507	131.978145531	439.44118507
random-wild-02	R	29	198.389838045	448.710458863	198.389838045	448.710458863	198.389838045	448.710458863
random-wild-03	R	0	-6979.034885996	9770.86835038	-6979.034885996	9770.86835038	-6979.034885996	9770.86835038
random-wild-03	R	1	-5341.205360849	7698.12972272	-5341.205360849	7698.12972272	-5341.205360849	7698.12972272
random-wild-03	R	2	-3375.809930674	5210.843369528	-3375.809930674	5210.843369528	-3375.809930674	5210.843369528
random-wild-03	R	3	-1737.980405528	3138.104741869	-1737.980405528	3138.104741869	-1737.980405528	3138.104741869
random-wild-03	R	4	554.980929677	236.270663145	554.980929677	236.270663145	554.980929677	236.270663145
random-wild-03	R	5	2847.942264882	-2665.563415578	2847.942264882	-2665.563415578	2847.942264882	-2665.563415578
random-wild-03	R	6	3010.673453363	-2871.200693106	3010.673453363	-2871.200693106	3010.673453363	-2871.200693106
random-wild-03	R	7	891.198657596	-209.247102725	891.198657596	-209.247102725	891.198657596	-209.247102725
random-wild-03	R	8	-1228.276138171	2452.706487656	-1228.276138171	2452.706487656	-1228.276138171	2452.706487656
random-wild-03	R	9	-2742.186706576	4354.101909357	-2742.186706576	4354.101909357	-2742.186706576	4354.101909357
random-wild-03	R	10	-4558.879388662	6635.776415398	-4558.879388662	6635.776415398	-4558.879388662	6635.776415398
random-wild-03	R	11	-6072.789957067	8537.171837099	-6072.789957067	8537.171837099	-6072.789957067	8537.171837099
random-wild-03	R	12	-4939.983795907	6995.051195499	-4939.983795907	6995.051195499	-4939.983795907	6995.051195499
random-wild-03	R	13	-3580.971923429	5307.834781247	-3580.971923429	5307.834781247	-3580.971923429	5307.834781247
random-wild-03	R	14	-1950.157676454	3283.175084144	-1950.157676454	3283.175084144	-1950.157676454	3283.175084144
random-wild-03	R	15	-591.145803976	1595.958669891	-591.145803976	1595.958669891	-591.145803976	1595.958669891
random-wild-03	R	16	1311.470817494	-766.144310062	1311.470817494	-766.144310062	1311.470817494	-766.144310062
random-wild-03	R	17	3214.087438964	-3128.247290016	3214.087438964	-3128.247290016	3214.087438964	-3128.247290016
random-wild-03	R	18	3458.184221686	-3436.703206307	3458.184221686	-3436.703206307	3458.184221686	-3436.703206307
random-wild-03	R	19	1815.797409372	-1434.420958867	1815.797409372	-1434.420958867	1815.797409372	-1434.420958867
random-wild-03	R	20	173.410597059	567.861288573	173.410597059	567.861288573	173.410597059	567.861288573
random-wild-03	R	21	-999.722840308	1998.062893887	-999.722840308	1998.062893887	-999.722840308	1998.062893887
random-wild-03	R	22	-2407.482965148	3714.304820265	-2407.482965148	3714.304820265	-2407.482965148	3714.304820265
random-wild-03	R	23	-3580.616402515	5144.506425579	-3580.616402515	5144.506425579	-3580.616402515	5144.506425579
random-wild-03	R	24	-2447.810241354	3602.385783979	-2447.810241354	3602.385783979	-2447.810241354	3602.385783979
random-wild-03	R	25	-1429.575499914	2386.363186113	-1429.575499914	2386.363186113	-1429.575499914	2386.363186113
random-wild-03	R	26	-207.693810186	927.136068674	-207.693810186	927.136068674	-207.693810186	927.136068674
random-wild-03	R	27	810.540931254	-288.886529192	810.540931254	-288.886529192	810.540931254	-288.886529192
random-wild-03	R	28	2236.069569271	-1991.318166205	2236.069569271	-1991.318166205	2236.069569271	-1991.318166205
random-wild-03	R	29	3661.598207287	-3693.749803217	3661.598207287	-3693.749803217	3661.598207287	-3693.749803217
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	0	250	150	250	150	250	150
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	1	325	150	325	150	325	150
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	2	415	150	415	150	415	150
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	3	490	150	490	150	490	150
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	4	595	150	595	150	595	150
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	5	700	150	700	150	700	150
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	6	700	174	700	174	700	174
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	7	595	174	595	174	595	174
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	8	490	174	490	174	490	174
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	9	415	174	415	174	415	174
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	10	325	174	325	174	325	174
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	11	250	174	250	174	250	174
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	12	250	204	250	204	250	204
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	13	325	204	325	204	325	204
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	14	415	204	415	204	415	204
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	15	490	204	490	204	490	204
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	16	595	204	595	204	595	204
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	17	700	204	700	204	700	204
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	18	700	240	700	240	700	240
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	19	595	240	595	240	595	240
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	20	490	240	490	240	490	240
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	21	415	240	415	240	415	240
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	22	325	240	325	240	325	240
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	23	250	240	250	240	250	240
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	24	250	270	250	270	250	270
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	25	325	270	325	270	325	270
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	26	415	270	415	270	415	270
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	27	490	270	490	270	490	270
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	28	595	270	595	270	595	270
FDP.gridAt('fx', 250, 150, 1.5, 0.6)	S	29	700	270	700	270	700	270
wide-convex-identity	R	0	223.597222222	157.472222222	223.597222222	157.472222222	223.597222222	157.472222222
wide-convex-identity	R	1	305.576388889	153.513888889	305.576388889	153.513888889	305.576388889	153.513888889
wide-convex-identity	R	2	403.951388889	148.763888889	403.951388889	148.763888889	403.951388889	148.763888889
wide-convex-identity	R	3	485.930555556	144.805555556	485.930555556	144.805555556	485.930555556	144.805555556
wide-convex-identity	R	4	600.701388889	139.263888889	600.701388889	139.263888889	600.701388889	139.263888889
wide-convex-identity	R	5	715.472222222	133.722222222	715.472222222	133.722222222	715.472222222	133.722222222
wide-convex-identity	R	6	709.605555556	163.655555556	709.605555556	163.655555556	709.605555556	163.655555556
wide-convex-identity	R	7	597.634722222	166.747222222	597.634722222	166.747222222	597.634722222	166.747222222
wide-convex-identity	R	8	485.663888889	169.838888889	485.663888889	169.838888889	485.663888889	169.838888889
wide-convex-identity	R	9	405.684722222	172.047222222	405.684722222	172.047222222	405.684722222	172.047222222
wide-convex-identity	R	10	309.709722222	174.697222222	309.709722222	174.697222222	309.709722222	174.697222222
wide-convex-identity	R	11	229.730555556	176.905555556	229.730555556	176.905555556	229.730555556	176.905555556
wide-convex-identity	R	12	237.397222222	201.197222222	237.397222222	201.197222222	237.397222222	201.197222222
wide-convex-identity	R	13	314.876388889	201.176388889	314.876388889	201.176388889	314.876388889	201.176388889
wide-convex-identity	R	14	407.851388889	201.151388889	407.851388889	201.151388889	407.851388889	201.151388889
wide-convex-identity	R	15	485.330555556	201.130555556	485.330555556	201.130555556	485.330555556	201.130555556
wide-convex-identity	R	16	593.801388889	201.101388889	593.801388889	201.101388889	593.801388889	201.101388889
wide-convex-identity	R	17	702.272222222	201.072222222	702.272222222	201.072222222	702.272222222	201.072222222
wide-convex-identity	R	18	693.472222222	245.972222222	693.472222222	245.972222222	693.472222222	245.972222222
wide-convex-identity	R	19	589.201388889	242.326388889	589.201388889	242.326388889	589.201388889	242.326388889
wide-convex-identity	R	20	484.930555556	238.680555556	484.930555556	238.680555556	484.930555556	238.680555556
wide-convex-identity	R	21	410.451388889	236.076388889	410.451388889	236.076388889	410.451388889	236.076388889
wide-convex-identity	R	22	321.076388889	232.951388889	321.076388889	232.951388889	321.076388889	232.951388889
wide-convex-identity	R	23	246.597222222	230.347222222	246.597222222	230.347222222	246.597222222	230.347222222
wide-convex-identity	R	24	254.263888889	254.638888889	254.263888889	254.638888889	254.263888889	254.638888889
wide-convex-identity	R	25	326.243055556	259.430555556	326.243055556	259.430555556	326.243055556	259.430555556
wide-convex-identity	R	26	412.618055556	265.180555556	412.618055556	265.180555556	412.618055556	265.180555556
wide-convex-identity	R	27	484.597222222	269.972222222	484.597222222	269.972222222	484.597222222	269.972222222
wide-convex-identity	R	28	585.368055556	276.680555556	585.368055556	276.680555556	585.368055556	276.680555556
wide-convex-identity	R	29	686.138888889	283.388888889	686.138888889	283.388888889	686.138888889	283.388888889
wide-convex-general	R	0	185.027777778	143.444444444	185.027777778	143.444444444	185.027777778	143.444444444
wide-convex-general	R	1	266.914351852	148.178240741	266.914351852	148.178240741	266.914351852	148.178240741
wide-convex-general	R	2	365.178240741	153.858796296	365.178240741	153.858796296	365.178240741	153.858796296
wide-convex-general	R	3	447.064814815	158.592592593	447.064814815	158.592592593	447.064814815	158.592592593
wide-convex-general	R	4	561.706018519	165.219907407	561.706018519	165.219907407	561.706018519	165.219907407
wide-convex-general	R	5	676.347222222	171.847222222	676.347222222	171.847222222	676.347222222	171.847222222
wide-convex-general	R	6	688.502777778	192.202777778	688.502777778	192.202777778	688.502777778	192.202777778
wide-convex-general	R	7	576.118425926	188.061759259	576.118425926	188.061759259	576.118425926	188.061759259
wide-convex-general	R	8	463.734074074	183.920740741	463.734074074	183.920740741	463.734074074	183.920740741
wide-convex-general	R	9	383.459537037	180.96287037	383.459537037	180.96287037	383.459537037	180.96287037
wide-convex-general	R	10	287.130092593	177.413425926	287.130092593	177.413425926	287.130092593	177.413425926
wide-convex-general	R	11	206.855555556	174.455555556	206.855555556	174.455555556	206.855555556	174.455555556
wide-convex-general	R	12	234.140277778	213.219444444	234.140277778	213.219444444	234.140277778	213.219444444
wide-convex-general	R	13	312.399768519	213.957407407	312.399768519	213.957407407	312.399768519	213.957407407
wide-convex-general	R	14	406.311157407	214.842962963	406.311157407	214.842962963	406.311157407	214.842962963
wide-convex-general	R	15	484.570648148	215.580925926	484.570648148	215.580925926	484.570648148	215.580925926
wide-convex-general	R	16	594.133935185	216.614074074	594.133935185	216.614074074	594.133935185	216.614074074
wide-convex-general	R	17	703.697222222	217.647222222	703.697222222	217.647222222	703.697222222	217.647222222
wide-convex-general	R	18	721.930555556	248.180555556	721.930555556	248.180555556	721.930555556	248.180555556
wide-convex-general	R	19	615.752546296	250.876851852	615.752546296	250.876851852	615.752546296	250.876851852
wide-convex-general	R	20	509.574537037	253.573148148	509.574537037	253.573148148	509.574537037	253.573148148
wide-convex-general	R	21	433.733101852	255.499074074	433.733101852	255.499074074	433.733101852	255.499074074
wide-convex-general	R	22	342.72337963	257.810185185	342.72337963	257.810185185	342.72337963	257.810185185
wide-convex-general	R	23	266.881944444	259.736111111	266.881944444	259.736111111	266.881944444	259.736111111
wide-convex-general	R	24	294.166666667	298.5	294.166666667	298.5	294.166666667	298.5
wide-convex-general	R	25	367.993055556	294.354166667	367.993055556	294.354166667	367.993055556	294.354166667
wide-convex-general	R	26	456.584722222	289.379166667	456.584722222	289.379166667	456.584722222	289.379166667
