case	kind	index	ah	av	lh	lv	rh	rv
src-keys16	R	14	204.769198312	181.101265823	204.769198312	181.101265823	204.769198312	181.101265823
src-keys16	R	15	252.391561181	183.443037975	252.391561181	183.443037975	252.391561181	183.443037975
src-keys16	R	16	319.062869198	186.721518987	319.062869198	186.721518987	319.062869198	186.721518987
src-keys16	R	17	385.734177215	190	385.734177215	190	385.734177215	190
src-keys16	R	18	391.556962025	250	391.556962025	250	391.556962025	250
src-keys16	R	19	323.527004219	244.535864979	323.527004219	244.535864979	323.527004219	244.535864979
src-keys16	R	20	255.497046414	239.071729958	255.497046414	239.071729958	255.497046414	239.071729958
src-keys16	R	21	206.904219409	235.168776371	206.904219409	235.168776371	206.904219409	235.168776371
src-keys16	R	22	148.592827004	230.485232068	148.592827004	230.485232068	148.592827004	230.485232068
src-keys16	R	23	100	226.582278481	100	226.582278481	100	226.582278481
src-keys16	R	24	100	268.776371308	100	268.776371308	100	268.776371308
src-keys16	R	25	149.401547117	273.980309423	149.401547117	273.980309423	149.401547117	273.980309423
src-keys16	R	26	208.683403657	280.225035162	208.683403657	280.225035162	208.683403657	280.225035162
src-keys16	R	27	258.084950774	285.428973277	258.084950774	285.428973277	258.084950774	285.428973277
src-keys16	R	28	327.247116737	292.714486639	327.247116737	292.714486639	327.247116737	292.714486639
src-keys16	R	29	396.4092827	300	396.4092827	300	396.4092827	300
src-keys17	R	0	100	100	100	100	100	100
src-keys17	R	1	150	96.166666667	150	96.166666667	150	96.166666667
src-keys17	R	2	210	91.566666667	210	91.566666667	210	91.566666667
src-keys17	R	3	260	87.733333333	260	87.733333333	260	87.733333333
src-keys17	R	4	330	82.366666667	330	82.366666667	330	82.366666667
src-keys17	R	5	400	77	400	77	400	77
src-keys17	R	6	400	120.88185654	400	120.88185654	400	120.88185654
src-keys17	R	7	330	123.885654008	330	123.885654008	330	123.885654008
src-keys17	R	8	260	126.889451477	260	126.889451477	260	126.889451477
src-keys17	R	9	210	129.035021097	210	129.035021097	210	129.035021097
src-keys17	R	10	150	131.609704641	150	131.609704641	150	131.609704641
src-keys17	R	11	100	133.755274262	100	133.755274262	100	133.755274262
src-keys17	R	12	100	175.949367089	100	175.949367089	100	175.949367089
src-keys17	R	13	150	175.91350211	150	175.91350211	150	175.91350211
src-keys17	R	14	210	175.870464135	210	175.870464135	210	175.870464135
src-keys17	R	15	260	175.834599156	260	175.834599156	260	175.834599156
src-keys17	R	16	330	175.784388186	330	175.784388186	330	175.784388186
src-keys17	R	17	400	175.734177215	400	175.734177215	400	175.734177215
src-keys17	R	18	400	241.556962025	400	241.556962025	400	241.556962025
src-keys17	R	19	330	238.062869198	330	238.062869198	330	238.062869198
src-keys17	R	20	260	234.568776371	260	234.568776371	260	234.568776371
src-keys17	R	21	210	232.072995781	210	232.072995781	210	232.072995781
src-keys17	R	22	150	229.078059072	150	229.078059072	150	229.078059072
src-keys17	R	23	100	226.582278481	100	226.582278481	100	226.582278481
src-keys17	R	24	100	268.776371308	100	268.776371308	100	268.776371308
src-keys17	R	25	150	273.38185654	150	273.38185654	150	273.38185654
src-keys17	R	26	210	278.908438819	210	278.908438819	210	278.908438819
src-keys17	R	27	260	283.513924051	260	283.513924051	260	283.513924051
src-keys17	R	28	330	289.961603376	330	289.961603376	330	289.961603376
src-keys17	R	29	400	296.4092827	400	296.4092827	400	296.4092827
src-keys23	R	0	100	100	100	100	100	100
src-keys23	R	1	150	100	150	100	150	100
src-keys23	R	2	210	100	210	100	210	100
src-keys23	R	3	260	100	260	100	260	100
src-keys23	R	4	330	100	330	100	330	100
src-keys23	R	5	400	100	400	100	400	100
src-keys23	R	6	393.412462908	135.90504451	393.412462908	135.90504451	393.412462908	135.90504451
src-keys23	R	7	324.949554896	136.860534125	324.949554896	136.860534125	324.949554896	136.860534125
src-keys23	R	8	256.486646884	137.816023739	256.486646884	137.816023739	256.486646884	137.816023739
src-keys23	R	9	207.584569733	138.49851632	207.584569733	138.49851632	207.584569733	138.49851632
src-keys23	R	10	148.902077151	139.317507418	148.902077151	139.317507418	148.902077151	139.317507418
src-keys23	R	11	100	140	100	140	100	140
src-keys23	R	12	100	190	100	190	100	190
src-keys23	R	13	147.529673591	188.464391691	147.529673591	188.464391691	147.529673591	188.464391691
src-keys23	R	14	204.565281899	186.621661721	204.565281899	186.621661721	204.565281899	186.621661721
src-keys23	R	15	252.09495549	185.086053412	252.09495549	185.086053412	252.09495549	185.086053412
src-keys23	R	16	318.636498516	182.93620178	318.636498516	182.93620178	318.636498516	182.93620178
src-keys23	R	17	385.178041543	180.786350148	385.178041543	180.786350148	385.178041543	180.786350148
src-keys23	R	18	375.296735905	234.643916914	375.296735905	234.643916914	375.296735905	234.643916914
src-keys23	R	19	311.060830861	238.227002967	311.060830861	238.227002967	311.060830861	238.227002967
src-keys23	R	20	246.824925816	241.810089021	246.824925816	241.810089021	246.824925816	241.810089021
src-keys23	R	21	200.942136499	244.369436202	200.942136499	244.369436202	200.942136499	244.369436202
src-keys23	R	22	145.882789318	247.440652819	145.882789318	247.440652819	145.882789318	247.440652819
src-keys23	R	23	100	250	100	250	100	250
src-keys23	R	24	100	300	100	300	100	300
src-keys23	R	25	144.510385757	296.587537092	144.510385757	296.587537092	144.510385757	296.587537092
src-keys23	R	26	197.922848665	292.492581602	197.922848665	292.492581602	197.922848665	292.492581602
src-keys23	R	27	242.433234421	289.080118694	242.433234421	289.080118694	242.433234421	289.080118694
src-keys23	R	28	304.747774481	284.302670623	304.747774481	284.302670623	304.747774481	284.302670623
src-keys23	R	29	367.06231454	279.525222552	367.06231454	279.525222552	367.06231454	279.525222552
src-keys24	R	0	77	100	77	100	77	100
src-keys24	R	1	130.412462908	100	130.412462908	100	130.412462908	100
src-keys24	R	2	194.507418398	100	194.507418398	100	194.507418398	100
src-keys24	R	3	247.919881306	100	247.919881306	100	247.919881306	100
src-keys24	R	4	322.697329377	100	322.697329377	100	322.697329377	100
src-keys24	R	5	397.474777448	100	397.474777448	100	397.474777448	100
src-keys24	R	6	391.392284866	140	391.392284866	140	391.392284866	140
src-keys24	R	7	319.107418398	140	319.107418398	140	319.107418398	140
src-keys24	R	8	246.822551929	140	246.822551929	140	246.822551929	140
src-keys24	R	9	195.190504451	140	195.190504451	140	195.190504451	140
src-keys24	R	10	133.232047478	140	133.232047478	140	133.232047478	140
src-keys24	R	11	81.6	140	81.6	140	81.6	140
src-keys24	R	12	87.35	190	87.35	190	87.35	190
src-keys24	R	13	136.75652819	190	136.75652819	190	136.75652819	190
src-keys24	R	14	196.044362018	190	196.044362018	190	196.044362018	190
src-keys24	R	15	245.450890208	190	245.450890208	190	245.450890208	190
src-keys24	R	16	314.620029674	190	314.620029674	190	314.620029674	190
src-keys24	R	17	383.789169139	190	383.789169139	190	383.789169139	190
src-keys24	R	18	374.665430267	250	374.665430267	250	374.665430267	250
src-keys24	R	19	309.235163205	250	309.235163205	250	309.235163205	250
src-keys24	R	20	243.804896142	250	243.804896142	250	243.804896142	250
src-keys24	R	21	197.068991098	250	197.068991098	250	197.068991098	250
src-keys24	R	22	140.985905045	250	140.985905045	250	140.985905045	250
src-keys24	R	23	94.25	250	94.25	250	94.25	250
src-keys24	R	24	100	300	100	300	100	300
src-keys24	R	25	144.510385757	300	144.510385757	300	144.510385757	300
src-keys24	R	26	197.922848665	300	197.922848665	300	197.922848665	300
src-keys24	R	27	242.433234421	300	242.433234421	300	242.433234421	300
src-keys24	R	28	304.747774481	300	304.747774481	300	304.747774481	300
src-keys24	R	29	367.06231454	300	367.06231454	300	367.06231454	300
src-keys25	R	0	100	74.011299435	100	74.011299435	100	74.011299435
src-keys25	R	1	150.713339704	77.867189727	150.713339704	77.867189727	150.713339704	77.867189727
src-keys25	R	2	211.569347349	82.494258076	211.569347349	82.494258076	211.569347349	82.494258076
src-keys25	R	3	262.282687053	86.350148368	262.282687053	86.350148368	262.282687053	86.350148368
src-keys25	R	4	333.281362638	91.748394776	333.281362638	91.748394776	333.281362638	91.748394776
src-keys25	R	5	404.280038224	97.146641184	404.280038224	97.146641184	404.280038224	97.146641184
src-keys25	R	6	396.836493487	137.717312947	396.836493487	137.717312947	396.836493487	137.717312947
src-keys25	R	7	327.574645007	133.398715821	327.574645007	133.398715821	327.574645007	133.398715821
src-keys25	R	8	258.312796526	129.080118694	258.312796526	129.080118694	258.312796526	129.080118694
src-keys25	R	9	208.840047612	125.995406461	208.840047612	125.995406461	208.840047612	125.995406461
src-keys25	R	10	149.472748914	122.293751781	149.472748914	122.293751781	149.472748914	122.293751781
src-keys25	R	11	100	119.209039548	100	119.209039548	100	119.209039548
src-keys25	R	12	100	175.706214689	100	175.706214689	100	175.706214689
src-keys25	R	13	147.922010428	177.82695435	147.922010428	177.82695435	147.922010428	177.82695435
src-keys25	R	14	205.428422941	180.371841942	205.428422941	180.371841942	205.428422941	180.371841942
src-keys25	R	15	253.350433369	182.492581602	253.350433369	182.492581602	253.350433369	182.492581602
src-keys25	R	16	320.441247967	185.461617127	320.441247967	185.461617127	320.441247967	185.461617127
src-keys25	R	17	387.532062566	188.430652651	387.532062566	188.430652651	387.532062566	188.430652651
src-keys25	R	18	376.366745461	249.286660296	376.366745461	249.286660296	376.366745461	249.286660296
src-keys25	R	19	311.88117152	247.937098694	311.88117152	247.937098694	311.88117152	247.937098694
src-keys25	R	20	247.395597579	246.587537092	247.395597579	246.587537092	247.395597579	246.587537092
src-keys25	R	21	201.334473336	245.623564519	201.334473336	245.623564519	201.334473336	245.623564519
src-keys25	R	22	146.061124243	244.466797432	146.061124243	244.466797432	146.061124243	244.466797432
src-keys25	R	23	100	243.502824859	100	243.502824859	100	243.502824859
src-keys25	R	24	100	300	100	300	100	300
src-keys25	R	25	144.510385757	300	144.510385757	300	144.510385757	300
src-keys25	R	26	197.922848665	300	197.922848665	300	197.922848665	300
src-keys25	R	27	242.433234421	300	242.433234421	300	242.433234421	300
src-keys25	R	28	304.747774481	300	304.747774481	300	304.747774481	300
src-keys25	R	29	367.06231454	300	367.06231454	300	367.06231454	300
src-keys26	R	0	100	100	100	100	100	100
src-keys26	R	1	146.587537092	100	146.587537092	100	146.587537092	100
src-keys26	R	2	202.492581602	100	202.492581602	100	202.492581602	100
src-keys26	R	3	249.080118694	100	249.080118694	100	249.080118694	100
src-keys26	R	4	314.302670623	100	314.302670623	100	314.302670623	100
src-keys26	R	5	379.525222552	100	379.525222552	100	379.525222552	100
src-keys26	R	6	377.03264095	140	377.03264095	140	377.03264095	140
src-keys26	R	7	312.391691395	140	312.391691395	140	312.391691395	140
src-keys26	R	8	247.75074184	140	247.75074184	140	247.75074184	140
src-keys26	R	9	201.578635015	140	201.578635015	140	201.578635015	140
src-keys26	R	10	146.172106825	140	146.172106825	140	146.172106825	140
src-keys26	R	11	100	140	100	140	100	140
src-keys26	R	12	100	190	100	190	100	190
src-keys26	R	13	145.652818991	190	145.652818991	190	145.652818991	190
src-keys26	R	14	200.43620178	190	200.43620178	190	200.43620178	190
src-keys26	R	15	246.089020772	190	246.089020772	190	246.089020772	190
src-keys26	R	16	310.002967359	190	310.002967359	190	310.002967359	190
src-keys26	R	17	373.916913947	190	373.916913947	190	373.916913947	190
src-keys26	R	18	370.178041543	250	370.178041543	250	370.178041543	250
src-keys26	R	19	307.136498516	250	307.136498516	250	307.136498516	250
src-keys26	R	20	244.09495549	250	244.09495549	250	244.09495549	250
src-keys26	R	21	199.065281899	250	199.065281899	250	199.065281899	250
src-keys26	R	22	145.029673591	250	145.029673591	250	145.029673591	250
src-keys26	R	23	100	250	100	250	100	250
src-keys26	R	24	100	300	100	300	100	300
src-keys26	R	25	144.510385757	300	144.510385757	300	144.510385757	300
src-keys26	R	26	197.922848665	300	197.922848665	300	197.922848665	300
src-keys26	R	27	242.433234421	300	242.433234421	300	242.433234421	300
src-keys26	R	28	304.747774481	300	304.747774481	300	304.747774481	300
src-keys26	R	29	367.06231454	300	367.06231454	300	367.06231454	300
src-keys27	R	0	100	100	100	100	100	100
src-keys27	R	1	150	96.587537092	150	96.587537092	150	96.587537092
src-keys27	R	2	210	92.492581602	210	92.492581602	210	92.492581602
src-keys27	R	3	260	89.080118694	260	89.080118694	260	89.080118694
src-keys27	R	4	330	84.302670623	330	84.302670623	330	84.302670623
src-keys27	R	5	400	79.525222552	400	79.525222552	400	79.525222552
src-keys27	R	6	393.412462908	123.620178042	393.412462908	123.620178042	393.412462908	123.620178042
src-keys27	R	7	324.949554896	127.442136499	324.949554896	127.442136499	324.949554896	127.442136499
src-keys27	R	8	256.486646884	131.264094955	256.486646884	131.264094955	256.486646884	131.264094955
src-keys27	R	9	207.584569733	133.994065282	207.584569733	133.994065282	207.584569733	133.994065282
src-keys27	R	10	148.902077151	137.270029674	148.902077151	137.270029674	148.902077151	137.270029674
src-keys27	R	11	100	140	100	140	100	140
src-keys27	R	12	100	190	100	190	100	190
src-keys27	R	13	147.529673591	188.123145401	147.529673591	188.123145401	147.529673591	188.123145401
src-keys27	R	14	204.565281899	185.870919881	204.565281899	185.870919881	204.565281899	185.870919881
src-keys27	R	15	252.09495549	183.994065282	252.09495549	183.994065282	252.09495549	183.994065282
src-keys27	R	16	318.636498516	181.366468843	318.636498516	181.366468843	318.636498516	181.366468843
src-keys27	R	17	385.178041543	178.738872404	385.178041543	178.738872404	385.178041543	178.738872404
src-keys27	R	18	375.296735905	244.881305638	375.296735905	244.881305638	375.296735905	244.881305638
src-keys27	R	19	311.060830861	246.075667656	311.060830861	246.075667656	311.060830861	246.075667656
src-keys27	R	20	246.824925816	247.270029674	246.824925816	247.270029674	246.824925816	247.270029674
src-keys27	R	21	200.942136499	248.123145401	200.942136499	248.123145401	200.942136499	248.123145401
src-keys27	R	22	145.882789318	249.146884273	145.882789318	249.146884273	145.882789318	249.146884273
src-keys27	R	23	100	250	100	250	100	250
src-keys27	R	24	100	300	100	300	100	300
src-keys27	R	25	144.510385757	300	144.510385757	300	144.510385757	300
src-keys27	R	26	197.922848665	300	197.922848665	300	197.922848665	300
src-keys27	R	27	242.433234421	300	242.433234421	300	242.433234421	300
src-keys27	R	28	304.747774481	300	304.747774481	300	304.747774481	300
src-keys27	R	29	367.06231454	300	367.06231454	300	367.06231454	300
src-keys34	R	0	77	100	77	100	77	100
src-keys34	R	1	130.833333333	100	130.833333333	100	130.833333333	100
src-keys34	R	2	195.433333333	100	195.433333333	100	195.433333333	100
src-keys34	R	3	249.266666667	100	249.266666667	100	249.266666667	100
src-keys34	R	4	324.633333333	100	324.633333333	100	324.633333333	100
src-keys34	R	5	400	100	400	100	400	100
src-keys34	R	6	400	132.6	400	132.6	400	132.6
src-keys34	R	7	325.706666667	134.326666667	325.706666667	134.326666667	325.706666667	134.326666667
src-keys34	R	8	251.413333333	136.053333333	251.413333333	136.053333333	251.413333333	136.053333333
src-keys34	R	9	198.346666667	137.286666667	198.346666667	137.286666667	198.346666667	137.286666667
src-keys34	R	10	134.666666667	138.766666667	134.666666667	138.766666667	134.666666667	138.766666667
src-keys34	R	11	81.6	140	81.6	140	81.6	140
src-keys34	R	12	87.35	190	87.35	190	87.35	190
src-keys34	R	13	139.458333333	187.225	139.458333333	187.225	139.458333333	187.225
src-keys34	R	14	201.988333333	183.895	201.988333333	183.895	201.988333333	183.895
src-keys34	R	15	254.096666667	181.12	254.096666667	181.12	254.096666667	181.12
src-keys34	R	16	327.048333333	177.235	327.048333333	177.235	327.048333333	177.235
src-keys34	R	17	400	173.35	400	173.35	400	173.35
src-keys34	R	18	400	222.25	400	222.25	400	222.25
src-keys34	R	19	328.658333333	228.725	328.658333333	228.725	328.658333333	228.725
src-keys34	R	20	257.316666667	235.2	257.316666667	235.2	257.316666667	235.2
src-keys34	R	21	206.358333333	239.825	206.358333333	239.825	206.358333333	239.825
src-keys34	R	22	145.208333333	245.375	145.208333333	245.375	145.208333333	245.375
src-keys34	R	23	94.25	250	94.25	250	94.25	250
src-keys34	R	24	100	300	100	300	100	300
src-keys34	R	25	150	293.833333333	150	293.833333333	150	293.833333333
src-keys34	R	26	210	286.433333333	210	286.433333333	210	286.433333333
src-keys34	R	27	260	280.266666667	260	280.266666667	260	280.266666667
src-keys34	R	28	330	271.633333333	330	271.633333333	330	271.633333333
src-keys34	R	29	400	263	400	263	400	263
src-keys35	R	0	100	74.011299435	100	74.011299435	100	74.011299435
src-keys35	R	1	150	79.144067797	150	79.144067797	150	79.144067797
src-keys35	R	2	210	85.303389831	210	85.303389831	210	85.303389831
src-keys35	R	3	260	90.436158192	260	90.436158192	260	90.436158192
src-keys35	R	4	330	97.622033898	330	97.622033898	330	97.622033898
src-keys35	R	5	400	104.807909605	400	104.807909605	400	104.807909605
src-keys35	R	6	400	136.446327684	400	136.446327684	400	136.446327684
src-keys35	R	7	330	132.424293785	330	132.424293785	330	132.424293785
src-keys35	R	8	260	128.402259887	260	128.402259887	260	128.402259887
src-keys35	R	9	210	125.529378531	210	125.529378531	210	125.529378531
src-keys35	R	10	150	122.081920904	150	122.081920904	150	122.081920904
src-keys35	R	11	100	119.209039548	100	119.209039548	100	119.209039548
src-keys35	R	12	100	175.706214689	100	175.706214689	100	175.706214689
src-keys35	R	13	150	175.754237288	150	175.754237288	150	175.754237288
src-keys35	R	14	210	175.811864407	210	175.811864407	210	175.811864407
src-keys35	R	15	260	175.859887006	260	175.859887006	260	175.859887006
src-keys35	R	16	330	175.927118644	330	175.927118644	330	175.927118644
src-keys35	R	17	400	175.994350282	400	175.994350282	400	175.994350282
src-keys35	R	18	400	223.451977401	400	223.451977401	400	223.451977401
src-keys35	R	19	330	228.130508475	330	228.130508475	330	228.130508475
src-keys35	R	20	260	232.809039548	260	232.809039548	260	232.809039548
src-keys35	R	21	210	236.150847458	210	236.150847458	210	236.150847458
src-keys35	R	22	150	240.161016949	150	240.161016949	150	240.161016949
src-keys35	R	23	100	243.502824859	100	243.502824859	100	243.502824859
src-keys35	R	24	100	300	100	300	100	300
src-keys35	R	25	150	293.833333333	150	293.833333333	150	293.833333333
src-keys35	R	26	210	286.433333333	210	286.433333333	210	286.433333333
src-keys35	R	27	260	280.266666667	260	280.266666667	260	280.266666667
src-keys35	R	28	330	271.633333333	330	271.633333333	330	271.633333333
src-keys35	R	29	400	263	400	263	400	263
src-keys36	R	0	100	100	100	100	100	100
src-keys36	R	1	146.166666667	100	146.166666667	100	146.166666667	100
src-keys36	R	2	201.566666667	100	201.566666667	100	201.566666667	100
src-keys36	R	3	247.733333333	100	247.733333333	100	247.733333333	100
src-keys36	R	4	312.366666667	100	312.366666667	100	312.366666667	100
src-keys36	R	5	377	100	377	100	377	100
src-keys36	R	6	381.6	132.6	381.6	132.6	381.6	132.6
src-keys36	R	7	315.893333333	134.326666667	315.893333333	134.326666667	315.893333333	134.326666667
src-keys36	R	8	250.186666667	136.053333333	250.186666667	136.053333333	250.186666667	136.053333333
src-keys36	R	9	203.253333333	137.286666667	203.253333333	137.286666667	203.253333333	137.286666667
src-keys36	R	10	146.933333333	138.766666667	146.933333333	138.766666667	146.933333333	138.766666667
src-keys36	R	11	100	140	100	140	100	140
src-keys36	R	12	100	190	100	190	100	190
src-keys36	R	13	147.891666667	187.225	147.891666667	187.225	147.891666667	187.225
src-keys36	R	14	205.361666667	183.895	205.361666667	183.895	205.361666667	183.895
src-keys36	R	15	253.253333333	181.12	253.253333333	181.12	253.253333333	181.12
src-keys36	R	16	320.301666667	177.235	320.301666667	177.235	320.301666667	177.235
src-keys36	R	17	387.35	173.35	387.35	173.35	387.35	173.35
src-keys36	R	18	394.25	222.25	394.25	222.25	394.25	222.25
src-keys36	R	19	325.591666667	228.725	325.591666667	228.725	325.591666667	228.725
src-keys36	R	20	256.933333333	235.2	256.933333333	235.2	256.933333333	235.2
src-keys36	R	21	207.891666667	239.825	207.891666667	239.825	207.891666667	239.825
src-keys36	R	22	149.041666667	245.375	149.041666667	245.375	149.041666667	245.375
src-keys36	R	23	100	250	100	250	100	250
src-keys36	R	24	100	300	100	300	100	300
src-keys36	R	25	150	293.833333333	150	293.833333333	150	293.833333333
src-keys36	R	26	210	286.433333333	210	286.433333333	210	286.433333333
src-keys36	R	27	260	280.266666667	260	280.266666667	260	280.266666667
src-keys36	R	28	330	271.633333333	330	271.633333333	330	271.633333333
src-keys36	R	29	400	263	400	263	400	263
src-keys37	R	0	100	100	100	100	100	100
src-keys37	R	1	150	96.166666667	150	96.166666667	150	96.166666667
src-keys37	R	2	210	91.566666667	210	91.566666667	210	91.566666667
src-keys37	R	3	260	87.733333333	260	87.733333333	260	87.733333333
src-keys37	R	4	330	82.366666667	330	82.366666667	330	82.366666667
src-keys37	R	5	400	77	400	77	400	77
src-keys37	R	6	400	114.2	400	114.2	400	114.2
src-keys37	R	7	330	120.22	330	120.22	330	120.22
src-keys37	R	8	260	126.24	260	126.24	260	126.24
src-keys37	R	9	210	130.54	210	130.54	210	130.54
src-keys37	R	10	150	135.7	150	135.7	150	135.7
src-keys37	R	11	100	140	100	140	100	140
src-keys37	R	12	100	190	100	190	100	190
src-keys37	R	13	150	185.116666667	150	185.116666667	150	185.116666667
src-keys37	R	14	210	179.256666667	210	179.256666667	210	179.256666667
src-keys37	R	15	260	174.373333333	260	174.373333333	260	174.373333333
src-keys37	R	16	330	167.536666667	330	167.536666667	330	167.536666667
src-keys37	R	17	400	160.7	400	160.7	400	160.7
src-keys37	R	18	400	216.5	400	216.5	400	216.5
src-keys37	R	19	330	224.316666667	330	224.316666667	330	224.316666667
src-keys37	R	20	260	232.133333333	260	232.133333333	260	232.133333333
src-keys37	R	21	210	237.716666667	210	237.716666667	210	237.716666667
src-keys37	R	22	150	244.416666667	150	244.416666667	150	244.416666667
src-keys37	R	23	100	250	100	250	100	250
src-keys37	R	24	100	300	100	300	100	300
src-keys37	R	25	150	293.833333333	150	293.833333333	150	293.833333333
src-keys37	R	26	210	286.433333333	210	286.433333333	210	286.433333333
src-keys37	R	27	260	280.266666667	260	280.266666667	260	280.266666667
src-keys37	R	28	330	271.633333333	330	271.633333333	330	271.633333333
src-keys37	R	29	400	263	400	263	400	263
src-keys45	R	0	58.192090395	74.011299435	58.192090395	74.011299435	58.192090395	74.011299435
src-keys45	R	1	115.16007533	78.342749529	115.16007533	78.342749529	115.16007533	78.342749529
src-keys45	R	2	183.52165725	83.540489642	183.52165725	83.540489642	183.52165725	83.540489642
src-keys45	R	3	240.489642185	87.871939736	240.489642185	87.871939736	240.489642185	87.871939736
src-keys45	R	4	320.244821092	93.935969868	320.244821092	93.935969868	320.244821092	93.935969868
src-keys45	R	5	400	100	400	100	400	100
src-keys45	R	6	400	140	400	140	400	140
src-keys45	R	7	322.195856874	135.148775895	322.195856874	135.148775895	322.195856874	135.148775895
src-keys45	R	8	244.391713748	130.297551789	244.391713748	130.297551789	244.391713748	130.297551789
src-keys45	R	9	188.8173258	126.832391714	188.8173258	126.832391714	188.8173258	126.832391714
src-keys45	R	10	122.128060264	122.674199623	122.128060264	122.674199623	122.128060264	122.674199623
src-keys45	R	11	66.553672316	119.209039548	66.553672316	119.209039548	66.553672316	119.209039548
src-keys45	R	12	77.005649718	175.706214689	77.005649718	175.706214689	77.005649718	175.706214689
src-keys45	R	13	130.838041431	178.088512241	130.838041431	178.088512241	130.838041431	178.088512241
src-keys45	R	14	195.436911488	180.947269303	195.436911488	180.947269303	195.436911488	180.947269303
src-keys45	R	15	249.269303202	183.329566855	249.269303202	183.329566855	249.269303202	183.329566855
src-keys45	R	16	324.634651601	186.664783427	324.634651601	186.664783427	324.634651601	186.664783427
src-keys45	R	17	400	190	400	190	400	190
src-keys45	R	18	400	250	400	250	400	250
src-keys45	R	19	327.561205273	248.483992467	327.561205273	248.483992467	327.561205273	248.483992467
src-keys45	R	20	255.122410546	246.967984934	255.122410546	246.967984934	255.122410546	246.967984934
src-keys45	R	21	203.380414313	245.885122411	203.380414313	245.885122411	203.380414313	245.885122411
src-keys45	R	22	141.290018832	244.585687382	141.290018832	244.585687382	141.290018832	244.585687382
src-keys45	R	23	89.548022599	243.502824859	89.548022599	243.502824859	89.548022599	243.502824859
src-keys45	R	24	100	300	100	300	100	300
src-keys45	R	25	150	300	150	300	150	300
src-keys45	R	26	210	300	210	300	210	300
src-keys45	R	27	260	300	260	300	260	300
src-keys45	R	28	330	300	330	300	330	300
src-keys45	R	29	400	300	400	300	400	300
src-keys46	R	0	63	100	63	100	63	100
src-keys46	R	1	115.333333333	100	115.333333333	100	115.333333333	100
src-keys46	R	2	178.133333333	100	178.133333333	100	178.133333333	100
src-keys46	R	3	230.466666667	100	230.466666667	100	230.466666667	100
src-keys46	R	4	303.733333333	100	303.733333333	100	303.733333333	100
src-keys46	R	5	377	100	377	100	377	100
src-keys46	R	6	381.6	140	381.6	140	381.6	140
src-keys46	R	7	308.986666667	140	308.986666667	140	308.986666667	140
src-keys46	R	8	236.373333333	140	236.373333333	140	236.373333333	140
src-keys46	R	9	184.506666667	140	184.506666667	140	184.506666667	140
src-keys46	R	10	122.266666667	140	122.266666667	140	122.266666667	140
src-keys46	R	11	70.4	140	70.4	140	70.4	140
src-keys46	R	12	79.65	190	79.65	190	79.65	190
src-keys46	R	13	130.933333333	190	130.933333333	190	130.933333333	190
src-keys46	R	14	192.473333333	190	192.473333333	190	192.473333333	190
src-keys46	R	15	243.756666667	190	243.756666667	190	243.756666667	190
src-keys46	R	16	315.553333333	190	315.553333333	190	315.553333333	190
src-keys46	R	17	387.35	190	387.35	190	387.35	190
src-keys46	R	18	394.25	250	394.25	250	394.25	250
src-keys46	R	19	323.433333333	250	323.433333333	250	323.433333333	250
src-keys46	R	20	252.616666667	250	252.616666667	250	252.616666667	250
src-keys46	R	21	202.033333333	250	202.033333333	250	202.033333333	250
src-keys46	R	22	141.333333333	250	141.333333333	250	141.333333333	250
src-keys46	R	23	90.75	250	90.75	250	90.75	250
src-keys46	R	24	100	300	100	300	100	300
src-keys46	R	25	150	300	150	300	150	300
src-keys46	R	26	210	300	210	300	210	300
src-keys46	R	27	260	300	260	300	260	300
src-keys46	R	28	330	300	330	300	330	300
src-keys46	R	29	400	300	400	300	400	300
src-keys47	R	0	63	100	63	100	63	100
src-keys47	R	1	119.166666667	96.166666667	119.166666667	96.166666667	119.166666667	96.166666667
src-keys47	R	2	186.566666667	91.566666667	186.566666667	91.566666667	186.566666667	91.566666667
src-keys47	R	3	242.733333333	87.733333333	242.733333333	87.733333333	242.733333333	87.733333333
src-keys47	R	4	321.366666667	82.366666667	321.366666667	82.366666667	321.366666667	82.366666667
src-keys47	R	5	400	77	400	77	400	77
src-keys47	R	6	400	121.6	400	121.6	400	121.6
src-keys47	R	7	323.093333333	125.893333333	323.093333333	125.893333333	323.093333333	125.893333333
src-keys47	R	8	246.186666667	130.186666667	246.186666667	130.186666667	246.186666667	130.186666667
src-keys47	R	9	191.253333333	133.253333333	191.253333333	133.253333333	191.253333333	133.253333333
src-keys47	R	10	125.333333333	136.933333333	125.333333333	136.933333333	125.333333333	136.933333333
src-keys47	R	11	70.4	140	70.4	140	70.4	140
src-keys47	R	12	79.65	190	79.65	190	79.65	190
src-keys47	R	13	133.041666667	187.891666667	133.041666667	187.891666667	133.041666667	187.891666667
src-keys47	R	14	197.111666667	185.361666667	197.111666667	185.361666667	197.111666667	185.361666667
src-keys47	R	15	250.503333333	183.253333333	250.503333333	183.253333333	250.503333333	183.253333333
src-keys47	R	16	325.251666667	180.301666667	325.251666667	180.301666667	325.251666667	180.301666667
src-keys47	R	17	400	177.35	400	177.35	400	177.35
src-keys47	R	18	400	244.25	400	244.25	400	244.25
src-keys47	R	19	327.841666667	245.591666667	327.841666667	245.591666667	327.841666667	245.591666667
src-keys47	R	20	255.683333333	246.933333333	255.683333333	246.933333333	255.683333333	246.933333333
